"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",12.837631118881,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",11.46476960244,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",12.346439957492,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",12.975534011506,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",12.753623188406,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",12.254377915062,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",11.985702051607,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",11.731720725673,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",11.695890753749,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",11.80161677955,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",11.913436933349,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",11.671246067388,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",10.431682487866,,
"FIN","Finland","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",10.849594422908,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",34.961593855017,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",31.237050578915,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",34.620202710397,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",37.289719626168,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",34.82713170435,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",33.675033531328,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",32.074251939416,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",29.159876878508,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",28.725849008426,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",24.043503592931,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",25.88225167843,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",27.485424976987,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",24.871639987919,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",23.932679688103,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",24.332090711401,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",26.054358013121,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",28.218843126767,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",27.340047393365,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",27.652916073969,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",27.318634423898,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",29.284361360455,,
"FIN","Finland","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",27.998798979132,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",48.127700432069,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",51.310176721511,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",48.502448468284,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",46.947040498442,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",49.214235019771,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",50.162866449511,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",51.736239379387,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",53.829440521456,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",54.038641586518,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",56.059429015343,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",56.059562747461,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",55.331389996932,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",57.32407127756,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",57.569674978769,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",57.416899658279,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",55.482661668229,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",53.480553220753,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",54.16172985782,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",54.388335704125,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",54.189189189189,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",57.555793461253,,
"FIN","Finland","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",59.795826452485,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",16.910705712914,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",17.452772699573,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",16.877348821319,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",15.763239875389,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",15.95863327588,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",16.162100019161,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",16.189508681197,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",17.010682600036,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",17.235509405056,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",19.897067391727,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",18.058185574109,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",17.183185026082,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",17.804288734521,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",18.497645333127,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",18.25100963032,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",18.46298031865,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",18.30060365248,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",18.498222748815,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",17.958748221906,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",18.492176386913,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",13.159845178292,,
"FIN","Finland","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",12.205374568383,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",6.5404475043029,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.6610097581672,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6.4748201438849,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",6.3667232597623,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",6.411889596603,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",6.0200668896321,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",6.3270336894002,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",6.0838033843674,"B","Break"
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",6.0354620437596,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",6.2376005941541,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",6.3728945137335,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.9567243069522,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",5.7918634034371,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.7932817063367,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.7186638063132,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.6303348653972,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",5.7513990441567,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",5.6404657933042,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",5.61432795392,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2019","2019",5.5825148113502,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2020","2020",5.2932916699628,,
"FIN","Finland","IND-ECO-EMPL","Share of employment in the transport sector","2021","2021",5.2664814347057,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2000","2000",6.1617845385782,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2001","2001",6.2442066896042,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2002","2002",6.1412400743369,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2003","2003",6.0027336640916,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2004","2004",5.7727302151288,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2005","2005",5.6927064153251,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2006","2006",5.3443266692315,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2007","2007",5.2692181160215,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2008","2008",5.1684801684802,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2009","2009",5.1148579834786,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2010","2010",5.0782507302794,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2011","2011",5.0692667688524,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2012","2012",5.1358681569264,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2013","2013",5.0134954683638,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2014","2014",4.9206883022252,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2015","2015",4.8757112580025,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2016","2016",4.7338762180219,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2017","2017",4.7049926676103,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2018","2018",4.6471079142409,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2019","2019",4.7011206468202,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2020","2020",3.8236549543082,,
"FIN","Finland","IND-ECO-VA","Share of value added by the transport sector","2021","2021",3.7565967601303,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",14.540908289039,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",14.300639345467,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",14.072602410727,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",13.732439836551,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",13.869140847045,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",14.108546676257,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",13.935195317883,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",13.981892574214,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",13.938327824267,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",13.611522296844,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",13.603478325361,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",13.931608631106,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",13.585160045976,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",13.219371561061,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",13.119943968396,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",12.988775483793,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",13.129150201654,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",13.614512044017,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",14.042789395567,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",14.042523077891,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",11.697808983144,,
"FRA","France","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",12.710182882477,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",30.667791961177,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",31.895614042601,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",31.192707057223,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",29.893704555759,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",29.732439874576,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",29.088765749125,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",27.908701564057,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",28.110882814824,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",25.969904387935,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",28.468322295034,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",27.414166746173,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",26.973846453371,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",25.056448225163,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",23.808316599174,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",23.832810419914,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",25.118732107154,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",26.333753514981,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",26.092213102304,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",25.195203968813,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",24.791421692144,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",26.219906575638,,
"FRA","France","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",22.838178582023,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",55.844498364806,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",54.441199393623,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",54.66243103725,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",55.727863511948,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",55.631336845624,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",56.219308915619,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",56.942273153635,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",56.697728797847,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",58.205693691755,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",54.888206620182,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",56.191306955254,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",56.777208125122,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",57.997925855913,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",58.615812612997,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",58.104266036941,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",56.627410344805,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",55.893209218139,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",56.010741386538,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",57.193760347386,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",57.378352651324,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",62.155946819978,,
"FRA","France","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",64.43377336102,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",13.487709674016,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",13.664043028803,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",14.144017032637,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",14.37759231583,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",14.635427443615,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",14.691925335256,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",15.149025282308,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",15.191388387329,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",15.82440192031,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",16.643471084784,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",16.394526298573,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",16.248296450127,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",16.944969544213,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",17.575870787829,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",18.063592515537,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",18.254521783605,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",17.772390833576,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",17.897045511158,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",17.611035683801,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",17.830225656532,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",11.624146604384,,
"FRA","France","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",12.728048056956,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.5375923333833,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",5.2622497602668,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",5.2290344081132,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.1889026487521,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",5.2082061751317,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.423438936138,"B","Break"
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.4128736711167,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.5779208991688,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",5.4885568510379,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",5.4025729238215,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",5.2591688507397,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2019","2019",5.2053502519886,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2020","2020",5.1307041368652,,
"FRA","France","IND-ECO-EMPL","Share of employment in the transport sector","2021","2021",5.0890628831922,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2000","2000",4.4130431012839,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2001","2001",4.4765378434931,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2002","2002",4.5247584287732,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2003","2003",4.4869670093171,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2004","2004",4.5442326889325,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2005","2005",4.5196821103535,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2006","2006",4.4589063285753,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2007","2007",4.5379340503446,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2008","2008",4.5773522496869,,
"FRA","France","IND-ECO-VA","Share of value added by the transport sector","2009","2009",4.5347566205195,,
